date,wind_mwh_day,wind_mean_mw,wind_peak_mw,wind_peak_hour
2014-12-31,71533.752,2980.573,2980.573,23
2015-01-01,71498.6,2979.1083333333336,6160.27,20
2015-01-02,103311.867,4304.661125,7781.209,20
2015-01-03,80945.191,3372.716291666667,6184.686,20
2015-01-04,70833.639,2951.401625,6459.418,20
2015-01-05,103964.718,4331.863249999999,6557.362,9
2015-01-06,83236.94499999999,3468.2060416666664,7065.895,21
2015-01-07,129464.58,5394.3575,8783.927,19
2015-01-08,112037.10199999998,4668.212583333333,6863.867,8
2015-01-09,95893.751,3995.5729583333336,6555.619,18
2015-01-10,71498.921,2979.1217083333336,5297.164,18
2015-01-11,53874.067,2244.752791666667,6023.285,19
2015-01-12,78469.026,3269.54275,5168.411,19
2015-01-13,74937.371,3122.3904583333333,6071.291,19
2015-01-14,89164.447,3715.1852916666667,6121.796,8
2015-01-15,64230.255,2676.260625,4804.658,18
2015-01-16,66444.58,2768.5241666666666,4967.633,18
2015-01-17,72124.391,3005.1829583333333,5481.443,18
2015-01-18,64497.50899999999,2687.396208333333,5321.673,20
2015-01-19,81703.598,3404.3165833333333,6812.894,19
2015-01-20,114919.845,4788.326875,7544.061,18
2015-01-21,84482.099,3520.0874583333334,5559.623,8
2015-01-22,72051.106,3002.1294166666667,5352.179,18
2015-01-23,74958.138,3123.2557500000003,5168.979,18
2015-01-24,63784.508,2657.6878333333334,4873.217,18
2015-01-25,56086.602,2336.94175,5072.146,20
2015-01-26,87822.315,3659.263125,6737.835,19
2015-01-27,74297.571,3095.732125,5092.894,19
2015-01-28,79799.994,3324.9997500000004,5322.745,19
2015-01-29,64100.364,2670.8485,3842.177,8
2015-01-30,100595.949,4191.497875,7489.855,20
2015-01-31,115759.755,4823.323125,6441.154,19
2015-02-01,113828.30599999998,4742.846083333333,6507.525,20
2015-02-02,132445.404,5518.5585,7461.855,7
2015-02-03,119299.618,4970.817416666667,7020.571,18
2015-02-04,119858.451,4994.102125,5974.225,9
2015-02-05,121620.86299999998,5067.535958333333,6743.158,18
2015-02-06,135149.031,5631.2096249999995,7695.974,18
2015-02-07,144776.491,6032.353791666667,7985.638,10
2015-02-08,94719.065,3946.6277083333334,5520.479,19
2015-02-09,112957.657,4706.569041666667,8188.396,19
2015-02-10,135178.789,5632.449541666666,7800.119,19
2015-02-11,145044.798,6043.53325,7608.059,9
2015-02-12,145944.177,6081.007375,7885.858,8
2015-02-13,119496.456,4979.019,6336.532,8
2015-02-14,101880.05000000002,4245.002083333334,5942.836,19
2015-02-15,104971.25,4373.802083333333,6254.646,21
2015-02-16,123638.44399999999,5151.601833333333,6789.857,18
2015-02-17,110035.76200000002,4584.823416666667,6672.937,19
2015-02-18,130984.62400000001,5457.692666666667,7384.417,18
2015-02-19,152830.20799999998,6367.925333333333,8525.57,18
2015-02-20,149878.931,6244.955458333334,7700.424,7
2015-02-21,129304.943,5387.705958333333,6969.302,8
2015-02-22,114383.519,4765.979958333333,6928.101,19
2015-02-23,120447.614,5018.650583333333,7321.98,19
2015-02-24,128265.89800000002,5344.412416666667,7384.48,19
2015-02-25,131654.973,5485.623875,7538.322,8
2015-02-26,142309.83,5929.576249999999,7873.86,19
2015-02-27,141843.784,5910.157666666667,7702.767,19
2015-02-28,135800.056,5658.335666666667,7146.623,20
2015-03-01,118235.41400000002,4926.475583333334,7142.348,19
2015-03-02,158781.23500000002,6615.884791666667,9422.196,19
2015-03-03,175786.589,7324.441208333334,8824.601,18
2015-03-04,151448.713,6310.3630416666665,7757.616,19
2015-03-05,150724.341,6280.180874999999,8414.059,19
2015-03-06,176431.98500000002,7351.332708333334,9117.185,19
2015-03-07,153999.676,6416.653166666667,8030.292,20
2015-03-08,134127.215,5588.633958333333,7202.838,20
2015-03-09,162960.333,6790.013875000001,8770.7,19
2015-03-10,163341.994,6805.916416666667,9001.191,19
2015-03-11,157474.185,6561.424375,8526.515,19
2015-03-12,141821.471,5909.227958333333,7865.139,8
2015-03-13,132535.786,5522.324416666666,7794.435,19
2015-03-14,110715.438,4613.14325,7304.674,20
2015-03-15,108365.987,4515.249458333333,7736.078,20
2015-03-16,147968.758,6165.364916666666,8388.194,19
2015-03-17,133858.532,5577.438833333334,7777.995,18
2015-03-18,137970.182,5748.757583333333,8270.147,10
2015-03-19,90575.613,3773.983875,5557.731,19
2015-03-20,92176.337,3840.6807083333333,6257.313,19
2015-03-21,113733.696,4738.9039999999995,7230.738,19
2015-03-22,85209.573,3550.3988750000003,6374.474,21
2015-03-23,125489.75,5228.739583333333,7706.917,9
2015-03-24,104489.084,4353.711833333334,6494.227,9
2015-03-25,84295.196,3512.299833333333,5985.536,19
2015-03-26,88764.022,3698.5009166666664,5479.422,20
2015-03-27,95078.941,3961.622541666667,6089.638,19
2015-03-28,83223.011,3467.6254583333334,5912.839,19
2015-03-29,75289.553,3137.0647083333333,5039.318,19
2015-03-30,89860.151,3744.172958333333,5536.566,19
2015-03-31,101977.643,4249.068458333333,6280.228,7
2015-04-01,107810.742,4492.11425,6600.941,18
2015-04-02,98097.138,4087.3807500000003,6537.043,19
2015-04-03,84723.219,3530.134125,5455.289,19
2015-04-04,87094.15,3628.9229166666664,5598.196,19
2015-04-05,84870.482,3536.2700833333333,5838.773,19
2015-04-06,88060.082,3669.170083333333,5505.009,19
2015-04-07,83463.837,3477.659875,4992.325,7
2015-04-08,86259.675,3594.1531250000003,6132.317,19
2015-04-09,119584.11000000002,4982.67125,7352.727,19
2015-04-10,111788.425,4657.851041666667,6784.697,19
2015-04-11,98392.304,4099.6793333333335,6280.906,9
2015-04-12,57933.50899999999,2413.896208333333,3896.668,19
2015-04-13,72844.384,3035.182666666667,4837.983,19
2015-04-14,76447.505,3185.3127083333334,4901.562,19
2015-04-15,91014.824,3792.284333333333,5960.76,19
2015-04-16,91177.277,3799.0532083333333,5657.878,9
2015-04-17,103602.1,4316.754166666667,6369.82,19
2015-04-18,71278.511,2969.9379583333334,4125.334,19
2015-04-19,72274.853,3011.4522083333336,6121.103,19
2015-04-20,94191.328,3924.6386666666663,5660.672,7
2015-04-21,73971.394,3082.141416666667,4789.058,7
2015-04-22,91293.107,3803.8794583333333,6796.994,19
2015-04-23,107714.793,4488.1163750000005,6803.817,19
2015-04-24,90841.656,3785.069,5779.883,8
2015-04-25,66924.552,2788.5229999999997,3992.779,8
2015-04-26,65892.781,2745.532541666667,4210.419,19
2015-04-27,80731.769,3363.8237083333333,5585.637,19
2015-04-28,105544.639,4397.6932916666665,6948.108,19
2015-04-29,105279.589,4386.649541666667,6281.762,7
2015-04-30,92971.862,3873.827583333333,6258.457,7
2015-05-01,69916.966,2913.2069166666665,5569.502,19
2015-05-02,74227.795,3092.8247916666664,5079.364,19
2015-05-03,90770.466,3782.10275,7116.931,20
2015-05-04,94432.992,3934.708,5490.065,7
2015-05-05,123352.82800000001,5139.701166666667,7188.242,19
2015-05-06,138567.241,5773.635041666667,7764.299,19
2015-05-07,114334.943,4763.955958333333,6016.69,6
2015-05-08,116651.442,4860.47675,7042.398,19
2015-05-09,126968.435,5290.3514583333335,7262.043,19
2015-05-10,103247.89299999998,4301.995541666666,7038.427,19
2015-05-11,125686.07700000002,5236.9198750000005,7253.202,19
2015-05-12,131359.347,5473.306125,7482.96,8
2015-05-13,127008.695,5292.028958333333,7381.938,8
2015-05-14,110809.37599999999,4617.057333333333,8332.83,7
2015-05-15,87828.107,3659.5044583333333,4916.023,10
2015-05-16,81327.532,3388.647166666667,5421.964,19
2015-05-17,68621.802,2859.2417499999997,5861.295,20
2015-05-18,121370.71600000001,5057.113166666667,7350.213,11
2015-05-19,91589.289,3816.2203750000003,6107.357,7
2015-05-20,94462.935,3935.955625,6508.603,9
2015-05-21,87881.484,3661.7284999999997,5935.039,19
2015-05-22,83479.364,3478.3068333333335,5585.559,10
2015-05-23,64439.85800000001,2684.9940833333335,4102.92,20
2015-05-24,56054.778999999995,2335.6157916666666,3914.252,20
2015-05-25,92671.131,3861.2971249999996,6201.933,8
2015-05-26,80009.7,3333.7374999999997,4765.385,8
2015-05-27,84288.579,3512.024125,5464.613,11
2015-05-28,95356.901,3973.204208333333,5862.468,10
2015-05-29,97665.404,4069.391833333333,6841.594,7
2015-05-30,71954.235,2998.093125,5347.886,8
2015-05-31,58675.85799999999,2444.8274166666665,5414.589,20
2015-06-01,97724.241,4071.843375,5880.105,9
2015-06-02,106762.28,4448.428333333333,6405.11,10
2015-06-03,97945.549,4081.0645416666666,5977.867,10
2015-06-04,88564.288,3690.1786666666667,5034.282,10
2015-06-05,90873.257,3786.3857083333332,5862.676,10
2015-06-06,75170.564,3132.1068333333333,4982.676,11
2015-06-07,67608.178,2817.007416666667,5043.87,20
2015-06-08,86095.13,3587.2970833333334,5055.382,9
2015-06-09,88768.89199999999,3698.703833333333,5498.661,10
2015-06-10,94742.705,3947.6127083333336,5954.701,19
2015-06-11,102197.65900000001,4258.235791666667,6704.465,8
2015-06-12,95287.629,3970.317875,5570.145,7
2015-06-13,71719.823,2988.3259583333333,4629.417,8
2015-06-14,69429.877,2892.9115416666664,5976.436,20
2015-06-15,86715.003,3613.125125,5841.357,8
2015-06-16,67424.887,2809.3702916666666,4314.059,10
2015-06-17,63739.941000000006,2655.830875,3453.936,8
2015-06-18,67695.694,2820.6539166666666,3942.056,20
2015-06-19,64369.143,2682.0476249999997,4234.739,10
2015-06-20,66083.493,2753.4788750000002,4104.327,11
2015-06-21,70946.372,2956.0988333333335,5358.578,20
2015-06-22,103719.745,4321.656041666666,6616.647,11
2015-06-23,79501.557,3312.564875,5577.756,7
2015-06-24,84163.152,3506.7980000000002,5072.713,10
2015-06-25,93465.151,3894.3812916666666,5533.047,9
2015-06-26,93492.421,3895.5175416666666,5948.637,10
2015-06-27,85767.951,3573.664625,5267.378,10
2015-06-28,61374.018000000004,2557.25075,4471.268,20
2015-06-29,93170.824,3882.1176666666665,5957.915,8
2015-06-30,84029.432,3501.2263333333335,5615.432,8
2015-07-01,71283.014,2970.125583333333,5066.265,7
2015-07-02,84671.089,3527.962041666667,5515.126,8
2015-07-03,68665.22,2861.0508333333332,4989.339,8
2015-07-04,63857.358,2660.72325,4587.6,10
2015-07-05,58076.937,2419.872375,4797.42,20
2015-07-06,88010.719,3667.1132916666666,5390.906,10
2015-07-07,93165.491,3881.895458333333,6019.985,10
2015-07-08,67079.203,2794.9667916666663,4436.482,9
2015-07-09,76222.961,3175.956708333333,4879.854,20
2015-07-10,68797.53,2866.56375,4719.053,8
2015-07-11,58925.027,2455.2094583333333,4488.221,11
2015-07-12,52966.742,2206.947583333333,4477.879,20
2015-07-13,75486.382,3145.2659166666667,5289.659,12
2015-07-14,74070.579,3086.274125,5671.303,11
2015-07-15,75373.94900000001,3140.5812083333335,5159.609,11
2015-07-16,69307.606,2887.8169166666667,4720.645,10
2015-07-17,76594.564,3191.4401666666668,5262.462,10
2015-07-18,53955.454,2248.1439166666664,3773.396,21
2015-07-19,48663.451,2027.6437916666666,4764.143,20
2015-07-20,80659.976,3360.8323333333333,5546.498,11
2015-07-21,70890.721,2953.780041666667,4868.627,10
2015-07-22,64942.757,2705.9482083333332,4756.574,10
2015-07-23,77488.941,3228.705875,5105.593,11
2015-07-24,52814.068,2200.5861666666665,4347.575,10
2015-07-25,44141.493,1839.228875,3558.5,20
2015-07-26,41679.856,1736.6606666666667,3488.852,20
2015-07-27,59630.32299999999,2484.5967916666664,4125.681,11
2015-07-28,66337.145,2764.0477083333335,4740.451,10
2015-07-29,65793.723,2741.4051249999998,5060.604,10
2015-07-30,51821.525,2159.2302083333334,3629.868,10
2015-07-31,56931.157999999996,2372.1315833333333,4088.887,10
2015-08-01,55569.299,2315.387458333333,3745.01,20
2015-08-02,49239.28,2051.6366666666668,4360.42,20
2015-08-03,63102.977,2629.2907083333334,4767.387,8
2015-08-04,73656.465,3069.019375,4521.015,20
2015-08-05,80776.47,3365.68625,4972.036,20
2015-08-06,76029.882,3167.9117499999998,4827.637,11
2015-08-07,74927.581,3121.9825416666667,5513.643,11
2015-08-08,61006.595,2541.9414583333332,4516.631,10
2015-08-09,47601.344,1983.3893333333333,3800.584,20
2015-08-10,60129.329,2505.3887083333334,3911.272,11
2015-08-11,57440.524000000005,2393.3551666666667,3887.664,10
2015-08-12,53641.614,2235.06725,3617.311,9
2015-08-13,41112.227,1713.0094583333332,2481.808,10
2015-08-14,44200.57,1841.6904166666666,2971.556,10
2015-08-15,41809.952,1742.0813333333333,2887.596,20
2015-08-16,40898.221,1704.0925416666666,3648.631,19
2015-08-17,47396.308000000005,1974.846166666667,3283.465,11
2015-08-18,42919.698,1788.3207499999999,2928.298,11
2015-08-19,52342.41100000001,2180.933791666667,3353.796,19
2015-08-20,56970.19499999999,2373.758125,3884.254,19
2015-08-21,60939.662000000004,2539.1525833333335,4187.609,8
2015-08-22,39219.775,1634.1572916666667,2675.591,8
2015-08-23,31590.587,1316.2744583333333,2629.037,19
2015-08-24,43819.897,1825.8290416666666,4240.803,19
2015-08-25,48410.824,2017.1176666666668,3029.204,11
2015-08-26,43624.672,1817.6946666666665,3765.664,19
2015-08-27,45271.396,1886.3081666666667,4178.021,19
2015-08-28,58711.384999999995,2446.3077083333333,4048.64,10
2015-08-29,39693.338,1653.8890833333335,3194.693,19
2015-08-30,41470.507,1727.9377916666665,3221.883,19
2015-08-31,71314.145,2971.4227083333335,4674.628,9
2015-09-01,61137.18800000001,2547.3828333333336,3774.834,8
2015-09-02,56332.865,2347.2027083333332,4114.639,7
2015-09-03,54065.520000000004,2252.73,3859.676,10
2015-09-04,52424.459,2184.3524583333333,4123.076,11
2015-09-05,51890.28599999999,2162.09525,3959.541,19
2015-09-06,41291.005,1720.4585416666666,4042.078,19
2015-09-07,64047.251000000004,2668.6354583333336,4317.989,10
2015-09-08,63228.314,2634.5130833333333,4069.587,9
2015-09-09,63432.493,2643.0205416666668,4717.168,19
2015-09-10,59536.776,2480.699,4333.159,8
2015-09-11,40838.532,1701.6055,3384.389,8
2015-09-12,46143.163,1922.6317916666667,3564.714,9
2015-09-13,29831.992,1242.9996666666666,3277.714,19
2015-09-14,51442.329,2143.430375,4163.353,19
2015-09-15,42561.082,1773.3784166666667,3326.1,7
2015-09-16,40804.278,1700.17825,3692.202,19
2015-09-17,53786.517,2241.104875,4409.568,19
2015-09-18,58768.816,2448.7006666666666,3953.927,7
2015-09-19,51390.971000000005,2141.2904583333334,4173.825,19
2015-09-20,47066.364,1961.0985,4527.33,19
2015-09-21,59010.189,2458.757875,4404.705,18
2015-09-22,52915.431,2204.809625,4090.988,7
2015-09-23,51495.056,2145.6273333333334,3967.15,18
2015-09-24,64631.517,2692.979875,5008.909,19
2015-09-25,62727.469,2613.6445416666666,4545.583,18
2015-09-26,53493.053,2228.8772083333333,3929.867,8
2015-09-27,41521.397,1730.0582083333331,2916.527,20
2015-09-28,57173.47,2382.2279166666667,4353.165,18
2015-09-29,64395.018,2683.1257499999997,4294.487,8
2015-09-30,71493.775,2978.9072916666664,5049.051,18
2015-10-01,67169.493,2798.7288750000002,4615.746,7
2015-10-02,61386.258,2557.76075,4734.822,7
2015-10-03,54506.565,2271.106875,4612.164,19
2015-10-04,25576.707,1065.696125,1923.517,18
2015-10-05,37117.334,1546.5555833333335,3123.302,18
2015-10-06,49346.256,2056.094,4934.962,19
2015-10-07,76827.425,3201.1427083333333,4755.143,7
2015-10-08,72609.969,3025.415375,4995.138,18
2015-10-09,71116.277,2963.1782083333333,4855.497,18
2015-10-10,48776.398,2032.3499166666668,4044.114,19
2015-10-11,46554.087,1939.753625,3724.19,19
2015-10-12,43712.699,1821.3624583333333,3278.453,19
2015-10-13,50598.907,2108.2877916666666,4300.516,17
2015-10-14,44175.364,1840.6401666666668,3914.709,18
2015-10-15,64913.894,2704.7455833333333,5273.718,18
2015-10-16,73184.286,3049.34525,4968.945,7
2015-10-17,38926.762,1621.9484166666668,3958.373,19
2015-10-18,54645.328,2276.8886666666667,5038.936,18
2015-10-19,70292.225,2928.8427083333336,5239.567,17
2015-10-20,42096.036,1754.0015,3463.519,18
2015-10-21,44341.031,1847.5429583333334,4539.703,18
2015-10-22,47196.485,1966.5202083333334,4251.836,18
2015-10-23,80987.08,3374.4616666666666,5238.482,7
2015-10-24,56817.542,2367.3975833333334,4840.941,18
2015-10-25,33798.348,1408.2645,3144.526,18
2015-10-26,45902.815,1912.6172916666667,3956.906,18
2015-10-27,42075.925,1753.1635416666668,3530.465,18
2015-10-28,43471.763999999996,1811.3234999999997,4280.273,18
2015-10-29,55564.999,2315.208291666667,4479.571,18
2015-10-30,54428.378000000004,2267.8490833333335,4208.179,18
2015-10-31,49177.103,2049.0459583333336,4680.422,18
2015-11-01,30297.200000000004,1262.3833333333334,2232.802,19
2015-11-02,53304.98300000001,2221.0409583333335,4787.857,17
2015-11-03,55943.738,2330.9890833333334,5127.109,17
2015-11-04,66201.599,2758.3999583333334,5525.269,17
2015-11-05,68959.72,2873.3216666666667,6023.7,17
2015-11-06,74015.389,3083.9745416666665,5455.991,18
2015-11-07,56442.641,2351.7767083333333,4375.311,19
2015-11-08,42489.521,1770.3967083333334,5071.358,19
2015-11-09,83145.253,3464.3855416666665,6055.349,18
2015-11-10,87460.57,3644.190416666667,6204.928,18
2015-11-11,90644.794,3776.8664166666663,6181.567,18
2015-11-12,88941.167,3705.8819583333334,5813.726,17
2015-11-13,75634.168,3151.423666666667,5427.081,9
2015-11-14,51771.512,2157.1463333333336,5066.683,19
2015-11-15,53348.10699999999,2222.8377916666664,5900.083,19
2015-11-16,79290.62700000001,3303.7761250000003,6101.348,18
2015-11-17,74895.167,3120.6319583333334,5374.976,18
2015-11-18,81002.44,3375.101666666667,5849.247,18
2015-11-19,71887.647,2995.318625,5194.658,19
2015-11-20,44784.199,1866.0082916666668,3735.615,9
2015-11-21,32233.670000000002,1343.0695833333334,3180.613,19
2015-11-22,45178.962999999996,1882.4567916666665,4385.54,19
2015-11-23,81729.554,3405.3980833333335,6229.13,17
2015-11-24,80638.352,3359.9313333333334,5439.19,7
2015-11-25,51141.45700000001,2130.894041666667,3930.433,18
2015-11-26,46240.202000000005,1926.6750833333335,3970.69,18
2015-11-27,61811.024,2575.4593333333332,4830.636,17
2015-11-28,41942.076,1747.5865000000001,3910.573,20
2015-11-29,45917.213,1913.2172083333335,5338.886,19
2015-11-30,75945.507,3164.3961249999998,5659.37,18
2015-12-01,85730.893,3572.1205416666667,5797.128,17
2015-12-02,76454.021,3185.584208333333,6281.678,17
2015-12-03,46460.751,1935.864625,3813.013,18
2015-12-04,73587.781,3066.157541666667,5083.28,18
2015-12-05,42981.096,1790.879,3655.681,19
2015-12-06,25057.949,1044.0812083333333,2551.544,19
2015-12-07,27038.283000000003,1126.595125,2908.908,18
2015-12-08,40536.042,1689.0017500000001,4591.026,18
2015-12-09,58954.187000000005,2456.4244583333334,5616.861,17
2015-12-10,58588.261,2441.1775416666665,4964.599,19
2015-12-11,59780.693,2490.8622083333335,4872.803,19
2015-12-12,47680.29,1986.67875,4404.769,18
2015-12-13,24931.672999999995,1038.8197083333332,2570.402,19
2015-12-14,40702.648,1695.9436666666668,4164.01,18
2015-12-15,46019.842000000004,1917.493416666667,4775.067,18
2015-12-16,50242.523,2093.4384583333335,4655.227,18
2015-12-17,54727.649999999994,2280.31875,4387.881,18
2015-12-18,55370.372,2307.0988333333335,4138.691,18
2015-12-19,34379.316,1432.4714999999999,2821.403,19
2015-12-20,38630.477,1609.6032083333332,4195.033,19
2015-12-21,59065.69,2461.070416666667,4662.527,18
2015-12-22,45243.804,1885.1584999999998,4449.021,19
2015-12-23,66178.951,2757.456291666667,4672.806,8
2015-12-24,36339.468,1514.1445,3050.83,18
2015-12-25,26102.381999999998,1087.59925,2142.717,19
2015-12-26,25465.828,1061.0761666666667,2575.963,19
2015-12-27,20436.939,851.5391249999999,1988.481,19
2015-12-28,35557.42,1481.5591666666667,2564.068,19
2015-12-29,47449.802,1977.0750833333334,3683.492,19
2015-12-30,36771.234,1532.13475,2767.309,19
2015-12-31,51681.795,2153.408125,5285.407,18
2016-01-01,29874.189,1244.757875,2539.963,0
2016-01-02,37026.049,1542.7520416666666,3775.981,19
2016-01-03,35028.531,1459.5221250000002,2797.341,19
2016-01-04,66886.513,2786.938041666667,4986.361,17
2016-01-05,79957.518,3331.5632499999997,4368.977,17
2016-01-06,68573.626,2857.2344166666667,4077.685,20
2016-01-07,78084.715,3253.5297916666664,4470.572,17
2016-01-08,99673.609,4153.067041666666,5823.516,18
2016-01-09,95020.591,3959.1912916666665,5087.436,10
2016-01-10,102671.914,4277.996416666667,5919.46,19
2016-01-11,136323.644,5680.151833333333,6934.509,18
2016-01-12,155011.746,6458.82275,7604.821,18
2016-01-13,153514.963,6396.4567916666665,7569.827,17
2016-01-14,153975.04,6415.626666666667,7498.192,18
2016-01-15,148360.875,6181.703125,7190.951,9
2016-01-16,140738.462,5864.102583333333,7060.49,17
2016-01-17,138999.102,5791.629250000001,7207.218,18
2016-01-18,143093.373,5962.223875,7245.945,18
2016-01-19,150182.272,6257.594666666667,7939.383,18
2016-01-20,146259.421,6094.142541666667,8936.261,9
2016-01-21,137844.19,5743.5079166666665,7322.57,18
2016-01-22,134988.137,5624.505708333333,7003.495,17
2016-01-23,112840.313,4701.679708333333,6387.306,20
2016-01-24,92020.248,3834.177,6003.591,18
2016-01-25,118109.101,4921.212541666667,7189.25,19
2016-01-26,127684.70199999999,5320.195916666667,7098.822,10
2016-01-27,123531.432,5147.143,6991.211,8
2016-01-28,129623.22700000001,5400.967791666667,8023.696,18
2016-01-29,128697.19399999999,5362.383083333333,7580.336,18
2016-01-30,97424.147,4059.3394583333334,6538.531,9
2016-01-31,80524.686,3355.19525,6403.271,19
2016-02-01,128796.81599999999,5366.534,7936.507,18
2016-02-02,130480.511,5436.687958333333,7398.716,8
2016-02-03,93052.675,3877.194791666667,5831.162,18
2016-02-04,115578.195,4815.758125,7311.829,18
2016-02-05,127297.94,5304.080833333333,7385.15,18
2016-02-06,88092.171,3670.507125,5703.146,9
2016-02-07,64623.063,2692.627625,5823.986,19
2016-02-08,87400.057,3641.6690416666665,5431.597,20
2016-02-09,94230.994,3926.291416666667,6335.117,18
2016-02-10,104971.18400000001,4373.799333333333,6545.923,18
2016-02-11,125326.07499999998,5221.919791666666,7238.938,18
2016-02-12,129225.34899999999,5384.389541666666,6803.285,18
2016-02-13,143619.339,5984.139125000001,7355.752,19
2016-02-14,145591.797,6066.324874999999,7318.003,19
2016-02-15,155260.539,6469.189125,7888.913,18
2016-02-16,170389.484,7099.561833333333,8622.344,18
2016-02-17,171462.594,7144.2747500000005,8365.524,18
2016-02-18,179495.649,7478.985375,8845.701,8
2016-02-19,174658.132,7277.422166666667,8325.737,18
2016-02-20,160893.413,6703.892208333334,7863.583,19
2016-02-21,155263.681,6469.320041666667,8296.0,19
2016-02-22,166654.395,6943.933125,8646.253,8
2016-02-23,163361.376,6806.723999999999,9001.472,19
2016-02-24,172244.713,7176.8630416666665,8247.502,18
2016-02-25,173658.178,7235.757416666667,8647.375,20
2016-02-26,181840.24,7576.676666666666,8905.747,18
2016-02-27,153422.704,6392.612666666667,8020.389,19
2016-02-28,131998.67,5499.944583333334,7120.786,19
2016-02-29,166852.952,6952.206333333333,8495.23,19
2016-03-01,175229.681,7301.236708333334,8456.966,8
2016-03-02,163265.698,6802.737416666667,8078.962,9
2016-03-03,174216.034,7259.001416666667,8687.816,18
2016-03-04,166460.762,6935.865083333333,7996.256,20
2016-03-05,122841.74300000002,5118.405958333334,8013.27,21
2016-03-06,131674.484,5486.436833333333,7966.768,21
2016-03-07,162683.071,6778.4612916666665,8363.46,11
2016-03-08,178266.709,7427.779541666667,9434.545,19
2016-03-09,158686.126,6611.921916666666,7877.339,8
2016-03-10,155742.771,6489.282125000001,8880.496,19
2016-03-11,166563.151,6940.1312916666675,8520.255,19
2016-03-12,139386.778,5807.782416666666,7409.436,18
2016-03-13,112360.663,4681.694291666667,7426.483,19
2016-03-14,162204.032,6758.501333333334,8915.225,19
2016-03-15,169035.54,7043.1475,8357.433,19
2016-03-16,140251.226,5843.801083333333,8456.762,19
2016-03-17,165764.829,6906.867875,8967.489,8
2016-03-18,167588.91,6982.87125,8797.362,19
2016-03-19,134922.175,5621.757291666666,7886.189,19
2016-03-20,122552.538,5106.35575,7249.928,21
2016-03-21,139662.774,5819.28225,7535.629,19
2016-03-22,139694.503,5820.6042916666665,7260.781,18
2016-03-23,124877.89600000001,5203.245666666667,6509.95,19
2016-03-24,135462.44,5644.268333333333,6963.031,19
2016-03-25,107137.88400000002,4464.0785000000005,5671.017,19
2016-03-26,96080.611,4003.358791666667,4810.29,21
2016-03-27,87850.468,3660.4361666666664,4961.275,19
2016-03-28,95932.297,3997.1790416666668,5891.842,19
2016-03-29,112691.43100000001,4695.476291666667,7505.198,19
2016-03-30,127558.204,5314.925166666667,6958.788,19
2016-03-31,133187.604,5549.483499999999,6925.536,7
2016-04-01,162120.603,6755.025125,8700.464,19
2016-04-02,158465.209,6602.717041666667,7673.006,7
2016-04-03,139843.244,5826.801833333334,7587.365,19
2016-04-04,165711.633,6904.651375,8397.566,17
2016-04-05,164971.965,6873.831875,7996.191,10
2016-04-06,169483.017,7061.792375,8135.373,7
2016-04-07,168472.518,7019.68825,8272.455,7
2016-04-08,168993.908,7041.412833333333,8645.869,19
2016-04-09,167553.516,6981.3965,8594.351,20
2016-04-10,137354.284,5723.095166666667,8212.981,19
2016-04-11,171383.572,7140.982166666666,8811.31,8
2016-04-12,180743.227,7530.967791666667,9192.244,7
2016-04-13,168846.544,7035.272666666667,8302.658,18
2016-04-14,161676.578,6736.524083333334,8427.952,19
2016-04-15,170341.922,7097.580083333333,8438.848,6
2016-04-16,167410.917,6975.454874999999,7947.508,19
2016-04-17,174135.168,7255.6320000000005,8937.8,19
2016-04-18,197122.25399999996,8213.427249999999,8937.339,5
2016-04-19,195317.645,8138.235208333333,9047.002,19
2016-04-20,201709.686,8404.570249999999,9545.656,19
2016-04-21,201526.69199999998,8396.9455,9906.143,19
2016-04-22,204089.961,8503.748375000001,9323.872,8
2016-04-23,190634.808,7943.116999999999,8644.4,7
2016-04-24,175370.857,7307.119041666666,8402.103,19
2016-04-25,186005.5,7750.229166666667,8720.003,19
2016-04-26,188985.345,7874.389375,8805.731,7
2016-04-27,192340.325,8014.180208333334,9154.507,19
2016-04-28,189165.419,7881.892458333333,9422.461,8
2016-04-29,179206.21,7466.925416666666,8872.284,7
2016-04-30,147830.877,6159.619875,6773.737,19
2016-05-01,125414.12900000002,5225.588708333334,6551.621,19
2016-05-02,142954.351,5956.431291666667,8090.495,19
2016-05-03,151288.592,6303.691333333333,8004.281,19
2016-05-04,168996.646,7041.526916666667,9061.858,19
2016-05-05,176781.828,7365.909500000001,9129.066,10
2016-05-06,180565.81,7523.575416666667,9180.002,19
2016-05-07,147539.538,6147.48075,8077.686,8
2016-05-08,124530.16500000001,5188.756875,6464.823,19
2016-05-09,178254.199,7427.258291666666,9451.893,19
2016-05-10,195139.095,8130.795625,9178.119,19
2016-05-11,209866.40500000003,8744.433541666667,9819.542,19
2016-05-12,211348.507,8806.187791666667,9446.717,19
2016-05-13,211988.78499999997,8832.866041666666,9583.858,8
2016-05-14,202325.731,8430.238791666667,9152.576,7
2016-05-15,190306.649,7929.443708333333,9127.741,20
2016-05-16,188647.42,7860.309166666667,9309.073,19
2016-05-17,186566.524,7773.605166666667,9542.59,8
2016-05-18,180929.003,7538.7084583333335,9495.806,6
2016-05-19,179808.296,7492.012333333333,9057.805,7
2016-05-20,192132.068,8005.502833333333,9328.31,6
2016-05-21,167924.418,6996.8507500000005,8921.423,8
2016-05-22,146198.307,6091.596125,8453.425,19
