date,temp_mean_c,temp_max_c,temp_min_c,precip_mm,wind_speed_ms,wind_gust_ms,sunshine_hours,pressure_max_hpa,pressure_min_hpa,humidity_mean_pct,station_id,ccaa,city
2019-01-01,10.4,17.8,3.1,0.0,1.1,7.2,9.3,1028.6,1025.8,64.0,5783,Andalucía,Sevilla Centro
2019-01-02,10.0,17.8,2.1,0.0,1.1,5.0,8.7,1027.5,1022.6,72.0,5783,Andalucía,Sevilla Centro
2019-01-03,10.4,15.9,4.9,0.0,3.1,6.7,8.1,1025.2,1022.0,74.0,5783,Andalucía,Sevilla Centro
2019-01-04,10.9,17.2,4.6,0.0,3.9,9.2,9.0,1027.6,1023.6,67.0,5783,Andalucía,Sevilla Centro
2019-01-05,10.3,17.2,3.4,0.0,1.9,8.9,9.4,1030.5,1027.3,64.0,5783,Andalucía,Sevilla Centro
2019-01-06,9.6,18.7,0.5,0.0,1.1,5.0,9.4,1027.9,1024.4,61.0,5783,Andalucía,Sevilla Centro
2019-01-07,9.1,17.0,1.2,0.0,1.9,5.8,9.4,1026.7,1023.0,60.0,5783,Andalucía,Sevilla Centro
2019-01-08,9.2,17.0,1.5,0.0,1.9,6.7,9.4,1026.7,1021.8,62.0,5783,Andalucía,Sevilla Centro
2019-01-09,9.6,18.2,0.9,0.0,1.4,6.7,9.4,1021.8,1014.3,62.0,5783,Andalucía,Sevilla Centro
2019-01-10,9.6,16.9,2.4,0.0,3.1,9.2,9.5,1018.1,1013.6,56.0,5783,Andalucía,Sevilla Centro
2019-01-11,7.4,13.6,1.3,0.0,4.2,12.5,9.5,1023.5,1017.9,41.0,5783,Andalucía,Sevilla Centro
2019-01-12,9.8,15.1,4.5,0.0,3.9,11.7,9.5,1025.8,1023.1,40.0,5783,Andalucía,Sevilla Centro
2019-01-13,9.2,17.4,1.0,0.0,2.8,8.9,9.5,1026.1,1021.9,58.0,5783,Andalucía,Sevilla Centro
2019-01-14,9.6,17.9,1.4,0.0,1.4,6.1,9.5,1022.3,1017.2,60.0,5783,Andalucía,Sevilla Centro
2019-01-15,8.6,14.4,2.9,0.0,1.4,5.0,4.5,1019.2,1016.6,79.0,5783,Andalucía,Sevilla Centro
2019-01-16,10.0,17.0,3.1,0.0,1.4,5.0,8.3,1018.2,1014.4,76.0,5783,Andalucía,Sevilla Centro
2019-01-17,10.3,15.4,5.2,0.0,1.4,5.8,3.2,1016.8,1013.6,74.0,5783,Andalucía,Sevilla Centro
2019-01-18,9.0,16.0,2.1,1.8,1.1,5.8,8.5,1018.7,1015.6,68.0,5783,Andalucía,Sevilla Centro
2019-01-19,10.6,13.1,8.2,3.0,2.8,11.7,0.0,1017.1,1009.0,93.0,5783,Andalucía,Sevilla Centro
2019-01-20,11.8,17.0,6.6,0.0,5.6,11.7,4.8,1016.8,1007.8,69.0,5783,Andalucía,Sevilla Centro
2019-01-21,9.6,17.0,2.3,0.0,0.6,4.7,9.8,1020.1,1016.5,69.0,5783,Andalucía,Sevilla Centro
2019-01-22,8.2,14.7,1.7,0.0,3.3,11.4,6.3,1019.8,1015.0,71.0,5783,Andalucía,Sevilla Centro
2019-01-23,13.0,17.0,9.1,0.0,6.4,13.9,7.2,1015.2,1010.7,66.0,5783,Andalucía,Sevilla Centro
2019-01-24,14.1,19.3,8.9,0.1,3.1,7.8,8.1,1012.7,1008.9,73.0,5783,Andalucía,Sevilla Centro
2019-01-25,13.8,20.3,7.4,,3.3,7.8,9.8,1015.9,1012.3,72.0,5783,Andalucía,Sevilla Centro
2019-01-26,12.8,21.2,4.4,0.0,3.3,8.9,9.8,1018.1,1014.9,65.0,5783,Andalucía,Sevilla Centro
2019-01-27,11.6,17.2,6.0,0.0,2.8,11.7,8.8,1019.0,1014.4,72.0,5783,Andalucía,Sevilla Centro
2019-01-28,10.3,17.7,2.9,0.0,3.6,11.7,9.3,1020.8,1017.5,70.0,5783,Andalucía,Sevilla Centro
2019-01-29,10.8,17.2,4.3,0.0,3.3,12.5,4.0,1019.4,1014.9,74.0,5783,Andalucía,Sevilla Centro
2019-01-30,13.6,16.2,10.9,2.5,3.3,8.9,2.9,1015.4,1010.1,80.0,5783,Andalucía,Sevilla Centro
2019-01-31,15.7,18.5,12.9,21.0,6.7,15.3,1.8,1010.1,1001.6,84.0,5783,Andalucía,Sevilla Centro
2019-02-01,12.2,16.4,7.9,0.2,6.7,19.7,7.1,1006.3,996.3,73.0,5783,Andalucía,Sevilla Centro
2019-02-02,10.0,15.3,4.8,0.0,6.4,12.8,9.9,1020.1,1006.1,55.0,5783,Andalucía,Sevilla Centro
2019-02-03,7.9,14.4,1.4,0.0,1.4,6.7,10.1,1026.6,1020.1,60.0,5783,Andalucía,Sevilla Centro
2019-02-04,9.2,16.3,2.1,0.0,3.1,8.9,10.1,1026.9,1023.6,59.0,5783,Andalucía,Sevilla Centro
2019-02-05,11.9,20.3,3.5,0.0,1.9,8.3,10.2,1026.1,1022.8,55.0,5783,Andalucía,Sevilla Centro
2019-02-06,13.0,21.2,4.9,0.0,1.9,6.7,9.8,1023.5,1019.8,64.0,5783,Andalucía,Sevilla Centro
2019-02-07,13.0,21.2,4.9,0.0,1.9,5.0,9.9,1022.0,1018.5,66.0,5783,Andalucía,Sevilla Centro
2019-02-08,12.2,19.3,5.1,0.1,2.2,4.7,10.1,1021.3,1018.3,66.0,5783,Andalucía,Sevilla Centro
2019-02-09,10.5,18.1,2.9,,1.7,5.0,9.9,1022.0,1018.8,76.0,5783,Andalucía,Sevilla Centro
2019-02-10,12.4,18.8,6.0,0.0,2.2,6.7,5.8,1024.8,1020.9,75.0,5783,Andalucía,Sevilla Centro
2019-02-11,14.4,19.6,9.3,0.0,0.8,5.8,7.7,1024.5,1022.0,76.0,5783,Andalucía,Sevilla Centro
2019-02-12,13.8,20.8,6.9,0.0,3.1,8.9,9.7,1025.9,1023.3,73.0,5783,Andalucía,Sevilla Centro
2019-02-13,14.0,20.3,7.7,0.0,3.3,8.3,10.3,1025.5,1022.4,61.0,5783,Andalucía,Sevilla Centro
2019-02-14,14.1,21.6,6.6,0.0,1.9,6.7,10.4,1025.5,1021.9,61.0,5783,Andalucía,Sevilla Centro
2019-02-15,13.4,20.2,6.6,0.0,4.7,10.8,10.0,1023.5,1017.9,67.0,5783,Andalucía,Sevilla Centro
2019-02-16,14.3,20.5,8.1,0.0,5.6,12.5,5.5,1019.9,1016.9,61.0,5783,Andalucía,Sevilla Centro
2019-02-17,13.0,21.2,4.8,0.0,2.8,7.8,9.9,1019.5,1014.8,62.0,5783,Andalucía,Sevilla Centro
2019-02-18,13.8,19.7,7.8,0.0,1.9,5.8,1.8,1015.6,1011.3,69.0,5783,Andalucía,Sevilla Centro
2019-02-19,14.4,19.3,9.6,0.0,1.9,5.0,7.2,1017.3,1014.5,71.0,5783,Andalucía,Sevilla Centro
2019-02-20,13.9,20.9,6.9,0.0,1.9,6.1,9.6,1020.7,1017.0,67.0,5783,Andalucía,Sevilla Centro
2019-02-21,14.8,22.0,7.5,0.0,2.2,7.2,9.9,1026.0,1020.3,57.0,5783,Andalucía,Sevilla Centro
2019-02-22,15.4,23.6,7.2,0.0,2.2,6.1,10.2,1026.9,1024.2,53.0,5783,Andalucía,Sevilla Centro
2019-02-23,14.8,23.4,6.3,0.0,2.2,6.7,9.3,1027.2,1022.5,52.0,5783,Andalucía,Sevilla Centro
2019-02-24,14.8,23.7,5.9,0.0,1.7,7.8,10.5,1026.3,1022.1,49.0,5783,Andalucía,Sevilla Centro
2019-02-25,15.4,22.3,8.6,0.0,5.8,12.5,10.8,1026.6,1022.8,53.0,5783,Andalucía,Sevilla Centro
2019-02-26,15.8,24.6,6.9,0.0,2.5,10.3,10.5,1024.0,1020.9,46.0,5783,Andalucía,Sevilla Centro
2019-02-27,13.6,22.9,4.2,0.0,1.7,5.8,10.4,1025.3,1022.9,47.0,5783,Andalucía,Sevilla Centro
2019-02-28,14.6,24.2,4.9,,0.8,6.1,9.9,1026.0,1021.8,49.0,5783,Andalucía,Sevilla Centro
2019-03-01,13.6,20.5,6.7,0.0,3.3,8.9,9.3,1022.6,1019.6,69.0,5783,Andalucía,Sevilla Centro
2019-03-02,14.9,22.4,7.4,0.0,0.8,6.1,8.2,1023.9,1020.4,66.0,5783,Andalucía,Sevilla Centro
2019-03-03,16.0,25.1,6.9,0.0,1.9,7.2,10.5,1022.3,1017.6,58.0,5783,Andalucía,Sevilla Centro
2019-03-04,15.3,19.5,11.1,0.0,3.9,10.3,2.8,1021.2,1017.4,80.0,5783,Andalucía,Sevilla Centro
2019-03-05,16.2,18.3,14.0,0.5,3.1,9.2,1.1,1017.9,1010.3,89.0,5783,Andalucía,Sevilla Centro
2019-03-06,14.2,18.4,10.1,4.6,8.1,22.2,5.4,1015.6,1006.7,72.0,5783,Andalucía,Sevilla Centro
2019-03-07,11.2,18.0,4.4,0.0,3.9,9.7,9.1,1018.2,1013.6,69.0,5783,Andalucía,Sevilla Centro
2019-03-08,14.9,19.4,10.4,0.0,2.8,8.3,6.1,1024.2,1015.2,75.0,5783,Andalucía,Sevilla Centro
2019-03-09,15.4,23.1,7.6,0.0,2.5,9.2,11.4,1028.0,1024.2,56.0,5783,Andalucía,Sevilla Centro
2019-03-10,17.1,26.7,7.5,0.0,1.7,5.8,11.4,1027.4,1022.6,52.0,5783,Andalucía,Sevilla Centro
2019-03-11,19.0,28.1,10.0,0.0,1.1,6.7,11.4,1024.4,1021.4,55.0,5783,Andalucía,Sevilla Centro
2019-03-12,17.8,25.7,9.9,0.0,2.2,7.8,11.4,1025.1,1020.5,59.0,5783,Andalucía,Sevilla Centro
2019-03-13,15.0,22.1,8.0,0.0,3.1,9.7,11.6,1023.8,1021.2,57.0,5783,Andalucía,Sevilla Centro
2019-03-14,15.5,23.0,8.0,0.0,3.9,12.5,11.7,1025.3,1021.8,36.0,5783,Andalucía,Sevilla Centro
2019-03-15,17.0,27.0,7.1,0.0,3.3,9.7,11.7,1022.5,1018.0,38.0,5783,Andalucía,Sevilla Centro
2019-03-16,16.0,26.1,6.0,0.0,3.3,8.3,11.7,1019.4,1014.7,47.0,5783,Andalucía,Sevilla Centro
2019-03-17,17.8,25.7,9.9,0.0,3.1,11.7,9.3,1018.7,1013.8,58.0,5783,Andalucía,Sevilla Centro
2019-03-18,16.3,23.4,9.2,0.0,1.1,6.7,10.3,1018.7,1015.3,56.0,5783,Andalucía,Sevilla Centro
2019-03-19,15.2,22.6,7.9,0.0,3.9,10.8,11.7,1020.4,1016.5,48.0,5783,Andalucía,Sevilla Centro
2019-03-20,13.6,20.7,6.4,0.0,3.3,9.2,11.4,1021.9,1018.3,47.0,5783,Andalucía,Sevilla Centro
2019-03-21,14.3,20.5,8.1,0.0,4.4,12.5,11.7,1022.6,1018.8,42.0,5783,Andalucía,Sevilla Centro
2019-03-22,14.0,21.4,6.6,0.0,4.2,10.3,11.5,1021.8,1017.7,46.0,5783,Andalucía,Sevilla Centro
2019-03-23,15.2,21.8,8.7,0.0,6.1,15.3,11.4,1020.0,1014.6,53.0,5783,Andalucía,Sevilla Centro
2019-03-24,17.4,23.5,11.4,0.0,6.4,13.3,9.9,1016.5,1013.9,49.0,5783,Andalucía,Sevilla Centro
2019-03-25,17.1,25.4,8.8,0.0,3.9,11.4,10.5,1015.7,1008.8,50.0,5783,Andalucía,Sevilla Centro
2019-03-26,19.8,26.6,12.9,0.0,5.6,14.4,10.5,1012.5,1006.7,45.0,5783,Andalucía,Sevilla Centro
2019-03-27,16.8,22.9,10.6,0.0,4.4,11.4,11.8,1020.2,1012.5,37.0,5783,Andalucía,Sevilla Centro
2019-03-28,16.0,22.2,9.7,0.0,6.4,14.4,12.0,1020.9,1016.8,42.0,5783,Andalucía,Sevilla Centro
2019-03-29,16.2,24.4,7.9,0.0,2.8,9.2,10.4,1018.4,1014.2,50.0,5783,Andalucía,Sevilla Centro
2019-03-30,17.5,25.7,9.3,0.0,4.7,10.8,10.7,1016.3,1008.5,56.0,5783,Andalucía,Sevilla Centro
2019-03-31,17.1,22.7,11.5,0.0,1.9,9.7,7.6,1010.7,1005.8,69.0,5783,Andalucía,Sevilla Centro
2019-04-01,15.5,18.8,12.2,11.6,3.3,9.7,5.6,1013.7,1008.1,84.0,5783,Andalucía,Sevilla Centro
2019-04-02,16.8,22.8,10.9,0.0,1.7,5.3,7.6,1015.3,1010.2,71.0,5783,Andalucía,Sevilla Centro
2019-04-03,16.3,23.0,9.6,0.0,4.4,12.5,12.0,1010.2,1000.9,55.0,5783,Andalucía,Sevilla Centro
2019-04-04,13.7,20.3,7.1,8.0,4.2,13.9,12.4,1003.3,999.9,48.0,5783,Andalucía,Sevilla Centro
2019-04-05,13.1,17.2,9.0,2.5,5.6,18.1,6.6,1006.0,998.5,80.0,5783,Andalucía,Sevilla Centro
2019-04-06,12.2,17.1,7.3,3.2,3.6,13.9,6.1,1010.1,1005.2,83.0,5783,Andalucía,Sevilla Centro
2019-04-07,12.6,16.4,8.9,5.7,2.8,9.7,1.9,1013.7,1009.8,84.0,5783,Andalucía,Sevilla Centro
2019-04-08,14.8,19.0,10.5,10.2,6.4,13.3,2.9,1014.9,1011.7,84.0,5783,Andalucía,Sevilla Centro
2019-04-09,14.0,19.9,8.2,,4.2,12.5,8.2,1015.8,1012.9,72.0,5783,Andalucía,Sevilla Centro
2019-04-10,14.4,21.5,7.2,0.0,5.3,11.4,11.9,1015.8,1012.1,56.0,5783,Andalucía,Sevilla Centro
2019-04-11,14.7,22.5,6.9,0.0,1.7,7.2,11.6,1016.3,1013.0,57.0,5783,Andalucía,Sevilla Centro
2019-04-12,16.0,24.3,7.8,0.0,2.5,6.7,12.7,1016.1,1012.4,49.0,5783,Andalucía,Sevilla Centro
2019-04-13,16.6,25.1,8.0,0.0,2.5,8.9,12.5,1017.1,1014.0,52.0,5783,Andalucía,Sevilla Centro
2019-04-14,19.1,27.7,10.5,0.0,1.4,6.1,11.3,1016.3,1010.4,59.0,5783,Andalucía,Sevilla Centro
2019-04-15,19.1,26.1,12.1,0.0,4.4,15.0,11.6,1015.2,1008.0,62.0,5783,Andalucía,Sevilla Centro
2019-04-16,18.1,26.4,9.8,0.0,2.2,8.3,12.4,1015.7,1008.1,54.0,5783,Andalucía,Sevilla Centro
2019-04-17,16.4,23.2,9.6,1.3,3.6,14.4,2.8,1010.6,1006.0,63.0,5783,Andalucía,Sevilla Centro
2019-04-18,15.8,20.1,11.4,6.2,2.5,15.0,4.2,1011.7,1008.5,79.0,5783,Andalucía,Sevilla Centro
2019-04-19,15.8,21.5,10.0,1.9,1.9,12.5,8.4,1012.8,1009.3,72.0,5783,Andalucía,Sevilla Centro
2019-04-20,16.0,21.0,10.9,0.0,4.4,15.0,4.8,1011.6,1006.9,68.0,5783,Andalucía,Sevilla Centro
2019-04-21,17.3,21.4,13.2,0.0,2.8,9.7,7.7,1008.8,1002.8,59.0,5783,Andalucía,Sevilla Centro
2019-04-22,18.0,25.3,10.7,8.3,4.2,14.4,10.0,1003.7,997.5,59.0,5783,Andalucía,Sevilla Centro
2019-04-23,14.2,17.9,10.6,1.2,6.1,16.4,9.1,1005.5,995.3,72.0,5783,Andalucía,Sevilla Centro
2019-04-24,13.0,17.3,8.8,15.4,9.2,18.9,2.1,1008.8,1004.9,87.0,5783,Andalucía,Sevilla Centro
2019-04-25,15.5,20.8,10.2,0.0,6.4,11.7,8.5,1019.7,1008.1,61.0,5783,Andalucía,Sevilla Centro
2019-04-26,14.8,22.6,6.9,0.0,2.2,9.2,13.1,1022.8,1019.5,58.0,5783,Andalucía,Sevilla Centro
2019-04-27,18.4,26.8,10.0,0.0,5.0,11.7,13.2,1020.9,1016.6,46.0,5783,Andalucía,Sevilla Centro
2019-04-28,19.9,28.6,11.2,0.0,5.0,11.7,12.7,1018.2,1012.0,36.0,5783,Andalucía,Sevilla Centro
2019-04-29,21.0,30.3,11.6,0.0,1.4,6.7,12.8,1014.5,1010.0,41.0,5783,Andalucía,Sevilla Centro
2019-04-30,21.5,30.8,12.2,0.0,1.4,6.1,13.0,1012.9,1007.8,49.0,5783,Andalucía,Sevilla Centro
2019-05-01,22.7,31.7,13.7,0.0,3.1,10.3,12.7,1008.6,1004.1,49.0,5783,Andalucía,Sevilla Centro
2019-05-02,22.2,31.0,13.5,0.0,4.7,11.4,13.0,1007.1,1003.2,42.0,5783,Andalucía,Sevilla Centro
2019-05-03,21.1,28.1,14.1,0.0,4.2,13.3,13.0,1008.1,1004.3,52.0,5783,Andalucía,Sevilla Centro
2019-05-04,20.2,25.0,15.4,0.0,4.2,10.8,5.9,1012.2,1007.6,68.0,5783,Andalucía,Sevilla Centro
2019-05-05,19.0,23.0,14.9,0.0,4.4,9.7,7.3,1015.0,1011.4,66.0,5783,Andalucía,Sevilla Centro
2019-05-06,20.7,26.8,14.6,0.0,3.9,9.7,8.9,1016.9,1013.6,63.0,5783,Andalucía,Sevilla Centro
2019-05-07,20.4,28.9,11.9,0.0,3.6,9.7,12.1,1016.3,1011.6,63.0,5783,Andalucía,Sevilla Centro
2019-05-08,20.0,25.0,15.1,0.0,6.4,13.3,9.0,1014.5,1012.0,60.0,5783,Andalucía,Sevilla Centro
2019-05-09,21.0,26.3,15.6,0.0,4.2,9.2,5.8,1014.3,1011.3,66.0,5783,Andalucía,Sevilla Centro
2019-05-10,22.7,31.5,13.9,0.0,1.7,6.1,13.6,1013.6,1010.2,51.0,5783,Andalucía,Sevilla Centro
2019-05-11,25.4,34.2,16.5,0.0,3.3,8.3,13.7,1015.1,1011.6,37.0,5783,Andalucía,Sevilla Centro
2019-05-12,26.2,34.4,18.0,0.0,5.0,10.3,13.7,1015.4,1012.0,33.0,5783,Andalucía,Sevilla Centro
2019-05-13,26.1,36.2,16.0,0.0,3.3,11.4,13.7,1013.3,1007.8,26.0,5783,Andalucía,Sevilla Centro
2019-05-14,24.8,34.1,15.5,0.0,1.9,8.3,13.6,1011.7,1008.3,25.0,5783,Andalucía,Sevilla Centro
2019-05-15,25.1,35.9,14.3,0.0,3.9,10.3,13.7,1009.9,1005.0,36.0,5783,Andalucía,Sevilla Centro
2019-05-16,23.9,32.8,15.0,,6.1,16.1,13.4,1008.9,1004.2,46.0,5783,Andalucía,Sevilla Centro
2019-05-17,18.9,25.3,12.5,0.0,4.4,11.4,13.6,1011.3,1008.1,35.0,5783,Andalucía,Sevilla Centro
2019-05-18,18.6,25.8,11.4,0.0,5.6,15.3,13.5,1010.6,1007.9,32.0,5783,Andalucía,Sevilla Centro
2019-05-19,21.0,26.8,15.1,0.0,4.7,13.3,11.3,1011.1,1007.1,41.0,5783,Andalucía,Sevilla Centro
2019-05-20,21.4,29.3,13.5,0.0,3.9,11.7,13.8,1010.4,1007.1,44.0,5783,Andalucía,Sevilla Centro
2019-05-21,21.1,29.4,12.8,0.0,3.6,,12.1,1012.0,1009.2,41.0,5783,Andalucía,Sevilla Centro
2019-05-22,22.8,31.8,13.7,0.0,1.9,8.9,13.7,1013.7,1010.6,40.0,5783,Andalucía,Sevilla Centro
2019-05-23,24.2,33.3,15.1,0.0,3.6,11.4,12.0,1013.9,1009.7,37.0,5783,Andalucía,Sevilla Centro
2019-05-24,24.0,31.8,16.3,0.0,3.6,12.5,11.5,1011.6,1006.0,43.0,5783,Andalucía,Sevilla Centro
2019-05-25,23.8,32.0,15.5,0.0,2.8,10.8,13.9,1013.0,1008.8,38.0,5783,Andalucía,Sevilla Centro
2019-05-26,24.7,34.2,15.2,0.0,3.1,9.7,14.0,1013.8,1008.4,41.0,5783,Andalucía,Sevilla Centro
2019-05-27,25.4,35.8,15.1,0.0,2.8,11.7,13.5,1010.8,1005.6,33.0,5783,Andalucía,Sevilla Centro
2019-05-28,26.6,36.5,16.7,0.0,3.6,11.4,13.8,1010.1,1006.6,35.0,5783,Andalucía,Sevilla Centro
2019-05-29,26.4,35.3,17.4,0.0,6.1,15.3,14.1,1015.2,1009.6,21.0,5783,Andalucía,Sevilla Centro
2019-05-30,25.1,32.8,17.4,0.0,5.6,13.3,14.0,1017.2,1013.5,32.0,5783,Andalucía,Sevilla Centro
2019-05-31,25.4,34.0,16.9,0.0,6.9,15.8,,1016.9,1012.2,25.0,5783,Andalucía,Sevilla Centro
2019-06-01,26.3,35.4,17.2,0.0,5.3,12.2,14.1,1015.1,1010.6,23.0,5783,Andalucía,Sevilla Centro
2019-06-02,27.0,37.6,16.5,0.0,2.2,8.9,13.8,1014.2,1009.9,20.0,5783,Andalucía,Sevilla Centro
2019-06-03,26.1,35.9,16.3,0.0,4.2,10.8,13.8,1013.4,1009.3,28.0,5783,Andalucía,Sevilla Centro
2019-06-04,23.4,31.1,15.7,0.0,5.0,14.4,13.4,1010.7,1006.1,47.0,5783,Andalucía,Sevilla Centro
2019-06-05,20.8,27.2,14.5,0.0,3.3,11.7,14.1,1013.6,1009.9,33.0,5783,Andalucía,Sevilla Centro
2019-06-06,21.0,27.0,15.1,0.0,5.8,12.5,13.9,1011.8,1007.4,36.0,5783,Andalucía,Sevilla Centro
2019-06-07,22.8,28.8,16.8,0.0,3.6,12.5,12.2,1014.3,1010.4,31.0,5783,Andalucía,Sevilla Centro
2019-06-08,22.8,31.5,14.2,0.0,4.4,10.8,12.7,1014.9,1011.5,27.0,5783,Andalucía,Sevilla Centro
2019-06-09,24.0,31.0,17.1,0.0,6.1,15.0,14.0,1015.3,1011.8,44.0,5783,Andalucía,Sevilla Centro
2019-06-10,22.1,29.8,14.4,0.0,5.3,15.0,14.3,1014.7,1010.3,40.0,5783,Andalucía,Sevilla Centro
2019-06-11,21.6,29.8,13.5,0.0,3.9,11.7,14.3,1011.0,1005.9,40.0,5783,Andalucía,Sevilla Centro
2019-06-12,22.6,31.4,13.7,0.0,2.2,10.3,13.9,1009.0,1004.3,41.0,5783,Andalucía,Sevilla Centro
2019-06-13,22.9,30.2,15.6,0.0,3.9,11.4,13.3,1009.1,1004.4,42.0,5783,Andalucía,Sevilla Centro
2019-06-14,21.2,26.6,15.9,0.0,5.8,13.3,14.1,1016.0,1008.8,40.0,5783,Andalucía,Sevilla Centro
2019-06-15,21.8,31.0,12.5,0.0,3.1,9.2,13.6,1016.8,1012.3,36.0,5783,Andalucía,Sevilla Centro
2019-06-16,22.4,30.5,14.4,0.0,3.9,10.3,10.0,1015.0,1012.1,41.0,5783,Andalucía,Sevilla Centro
2019-06-17,22.4,31.2,13.6,0.0,3.6,9.7,14.1,1014.8,1010.2,41.0,5783,Andalucía,Sevilla Centro
2019-06-18,21.5,28.2,14.8,0.0,5.0,10.8,13.0,1013.8,1011.7,60.0,5783,Andalucía,Sevilla Centro
2019-06-19,24.6,31.0,18.1,0.0,4.2,11.7,12.3,1014.1,1009.8,54.0,5783,Andalucía,Sevilla Centro
2019-06-20,23.0,28.5,17.4,0.0,5.0,12.5,12.9,1012.0,1009.3,51.0,5783,Andalucía,Sevilla Centro
2019-06-21,23.9,32.8,15.0,0.0,3.6,9.7,14.0,1013.1,1008.9,39.0,5783,Andalucía,Sevilla Centro
2019-06-22,24.9,34.3,15.5,0.0,3.9,10.8,14.0,1012.0,1007.7,39.0,5783,Andalucía,Sevilla Centro
2019-06-23,24.7,33.1,16.3,0.0,4.2,9.7,12.3,1010.5,1006.8,46.0,5783,Andalucía,Sevilla Centro
2019-06-24,24.8,30.3,19.4,0.0,4.7,11.4,12.6,1011.6,1009.2,60.0,5783,Andalucía,Sevilla Centro
2019-06-25,25.4,32.8,17.9,0.0,3.9,8.9,14.2,1012.7,1009.2,48.0,5783,Andalucía,Sevilla Centro
2019-06-26,25.8,32.1,19.5,0.0,3.9,9.2,13.1,1014.2,1010.4,53.0,5783,Andalucía,Sevilla Centro
2019-06-27,25.3,31.8,18.8,0.0,4.2,10.3,13.6,1013.7,1010.4,53.0,5783,Andalucía,Sevilla Centro
2019-06-28,27.6,35.9,19.3,0.0,3.3,9.2,13.6,1012.7,1007.5,44.0,5783,Andalucía,Sevilla Centro
2019-06-29,29.2,36.9,21.6,0.0,4.2,10.8,13.8,1012.1,1008.3,42.0,5783,Andalucía,Sevilla Centro
2019-06-30,25.6,30.5,20.6,0.0,5.0,11.4,10.0,1015.2,1011.9,61.0,5783,Andalucía,Sevilla Centro
2019-07-01,26.5,33.1,19.9,0.0,3.9,10.8,11.7,1015.1,1010.1,55.0,5783,Andalucía,Sevilla Centro
2019-07-02,24.6,30.9,18.2,0.0,4.4,10.3,14.0,1012.3,1008.7,55.0,5783,Andalucía,Sevilla Centro
2019-07-03,23.5,28.8,18.2,0.0,4.4,9.2,8.1,1011.6,1008.5,60.0,5783,Andalucía,Sevilla Centro
2019-07-04,23.0,28.0,17.9,0.0,4.4,10.3,12.3,1014.5,1010.8,55.0,5783,Andalucía,Sevilla Centro
2019-07-05,24.5,32.8,16.2,0.0,3.3,9.2,14.1,1014.6,1010.4,45.0,5783,Andalucía,Sevilla Centro
2019-07-06,24.4,32.6,16.3,0.0,3.3,12.5,12.0,1013.3,1008.2,50.0,5783,Andalucía,Sevilla Centro
2019-07-07,25.0,32.3,17.7,0.0,4.2,13.3,13.1,1012.0,1007.5,53.0,5783,Andalucía,Sevilla Centro
2019-07-08,22.6,27.7,17.4,0.0,6.4,12.8,13.9,1012.3,1009.3,54.0,5783,Andalucía,Sevilla Centro
2019-07-09,24.2,31.7,16.8,0.0,3.3,10.3,13.4,1012.7,1008.8,51.0,5783,Andalucía,Sevilla Centro
2019-07-10,27.6,37.8,17.5,0.0,3.3,12.5,13.8,1010.1,1005.5,33.0,5783,Andalucía,Sevilla Centro
2019-07-11,30.1,40.1,20.1,0.0,5.3,10.8,13.0,1011.7,1006.1,33.0,5783,Andalucía,Sevilla Centro
2019-07-12,27.3,33.1,21.5,0.0,4.7,10.8,4.5,1013.7,1008.9,58.0,5783,Andalucía,Sevilla Centro
2019-07-13,25.2,30.3,20.2,0.0,4.7,12.5,10.1,1013.6,1009.6,55.0,5783,Andalucía,Sevilla Centro
2019-07-14,26.2,32.7,19.8,0.0,4.4,12.5,12.2,1012.2,1008.7,58.0,5783,Andalucía,Sevilla Centro
2019-07-15,26.2,32.5,19.9,0.0,4.7,9.2,12.0,1011.4,1007.9,57.0,5783,Andalucía,Sevilla Centro
2019-07-16,25.2,31.6,18.9,0.0,4.4,9.7,8.5,1011.0,1008.3,58.0,5783,Andalucía,Sevilla Centro
2019-07-17,24.5,29.9,19.1,0.0,4.4,10.3,7.5,1012.9,1009.4,61.0,5783,Andalucía,Sevilla Centro
2019-07-18,27.8,36.8,18.7,0.0,3.1,8.9,10.6,1012.2,1007.0,52.0,5783,Andalucía,Sevilla Centro
2019-07-19,31.0,40.8,21.2,0.0,4.2,11.4,13.1,1009.7,1004.6,29.0,5783,Andalucía,Sevilla Centro
2019-07-20,31.0,39.4,22.7,0.0,3.6,8.9,12.2,1011.4,1007.3,26.0,5783,Andalucía,Sevilla Centro
2019-07-21,30.4,37.1,23.7,0.0,4.4,10.3,12.6,,,,5783,Andalucía,Sevilla Centro
2019-07-22,30.3,37.9,22.7,0.0,3.1,10.8,12.6,,,,5783,Andalucía,Sevilla Centro
2019-07-23,30.9,36.7,25.1,0.0,3.6,10.8,13.0,1011.8,1008.2,43.0,5783,Andalucía,Sevilla Centro
2019-07-24,30.3,37.2,23.4,0.0,3.9,9.7,13.2,1011.1,1006.7,49.0,5783,Andalucía,Sevilla Centro
2019-07-25,28.5,35.3,21.7,0.0,4.2,10.8,13.3,1010.8,1008.1,51.0,5783,Andalucía,Sevilla Centro
2019-07-26,27.6,34.2,21.1,0.0,5.6,12.8,12.8,1011.5,1007.9,49.0,5783,Andalucía,Sevilla Centro
2019-07-27,24.3,28.5,20.1,0.0,6.1,12.8,8.4,1011.2,1007.3,57.0,5783,Andalucía,Sevilla Centro
